video_id	sentence_id	text	label	start	end	speaker
9pCWVqfc89k	9pCWVqfc89k_0_41	you may say no i'm i'm running short of words it's because you don't think when you're alone you need to think you need to think about words you need to think you need to describe a lot of things	0	856.705	867.662	0
9pCWVqfc89k	9pCWVqfc89k_0_42	yeah of course right so that's from my side any doubts no thank you so much	0	888.267	895.487	1
9pCWVqfc89k	9pCWVqfc89k_0_43	thank you so much for joining	0	896.004	897.249	0
9wdvFbaPwEE	9wdvFbaPwEE_0_0	is of this of this yeah yeah	0	2.068	5.109	0
9wdvFbaPwEE	9wdvFbaPwEE_0_1	okay how are you of	0	5.77	6.73	1
9wdvFbaPwEE	9wdvFbaPwEE_0_2	i'm good i'm pretty good how do	0	8.571	10.556	0
9wdvFbaPwEE	9wdvFbaPwEE_0_3	also very good thanks for asking this is our first session together	0	11.938	16.043	1
9wdvFbaPwEE	9wdvFbaPwEE_0_4	myself yes so my name	0	19.304	22.677	0
9wdvFbaPwEE	9wdvFbaPwEE_0_5	which place you said dholpur	0	28.519	30.421	1
9wdvFbaPwEE	9wdvFbaPwEE_0_6	ahead tell me more about	0	39.105	40.768	1
9wdvFbaPwEE	9wdvFbaPwEE_0_7	year so i want to do	0	46.631	49.115	0
9wdvFbaPwEE	9wdvFbaPwEE_0_8	okay ba second year is it ba	0	58.039	60.223	1
9wdvFbaPwEE	9wdvFbaPwEE_0_9	past i don't know about it	0	63.559	65.029	0
9wdvFbaPwEE	9wdvFbaPwEE_0_10	ba psychology honors so yours is honors or va pass	0	71.566	74.973	1
9wdvFbaPwEE	9wdvFbaPwEE_0_11	from delhi you must have	0	83.153	84.354	1
9wdvFbaPwEE	9wdvFbaPwEE_0_12	currently you live in delhi right	0	85.775	88.077	0
9wdvFbaPwEE	9wdvFbaPwEE_0_13	i live in delhi have you	0	88.417	90.032	1
9wdvFbaPwEE	9wdvFbaPwEE_0_14	what all things you want to improve i mean	0	92.657	94.962	1
9wdvFbaPwEE	9wdvFbaPwEE_0_15	practice english so so i want you to teach i want a lot	0	106.524	112.451	0
9wdvFbaPwEE	9wdvFbaPwEE_0_16	online paid talk have you tried to speak english with someone or strangers no no no i haven't tried yet why don't you try do you have	0	115.006	125.219	1
9wdvFbaPwEE	9wdvFbaPwEE_0_17	yeah yeah because i don't	0	127.783	129.845	0
9wdvFbaPwEE	9wdvFbaPwEE_0_18	place so talk to with me	0	132.731	135.316	1
9wdvFbaPwEE	9wdvFbaPwEE_0_19	have five members in my family i have one brother and	0	150.165	153.528	0
9wdvFbaPwEE	9wdvFbaPwEE_0_20	don't say he you say she	0	166.038	167.962	1
9wdvFbaPwEE	9wdvFbaPwEE_0_21	her brother and my younger brother is	0	172.833	175.872	0
9wdvFbaPwEE	9wdvFbaPwEE_0_22	and you are the middle one	0	179.821	181.344	1
9wdvFbaPwEE	9wdvFbaPwEE_0_23	okay well you said my family	0	184.071	186.638	1
9wdvFbaPwEE	9wdvFbaPwEE_0_24	is my not system this is not my system	0	201.006	203.874	0
9wdvFbaPwEE	9wdvFbaPwEE_0_25	i want to see what	0	208.21	210.455	1
9wdvFbaPwEE	9wdvFbaPwEE_0_26	at six o'clock in the morning every day	0	223.507	225.612	0
9wdvFbaPwEE	9wdvFbaPwEE_0_27	o'clock in the morning every	0	226.394	227.517	1
9wdvFbaPwEE	9wdvFbaPwEE_0_28	i eat around ten ten	0	236.795	238.379	0
9wdvFbaPwEE	9wdvFbaPwEE_0_29	do for those four hours	0	240.284	241.467	1
9wdvFbaPwEE	9wdvFbaPwEE_0_30	every day in within four o'clock yeah yeah	0	252.586	258.413	0
9wdvFbaPwEE	9wdvFbaPwEE_0_31	you go to your college	0	264.909	266.332	1
9wdvFbaPwEE	9wdvFbaPwEE_0_32	college is not open right now	0	268.395	270.358	0
9wdvFbaPwEE	9wdvFbaPwEE_0_33	okay so you're not going to	0	271.027	272.769	1
9wdvFbaPwEE	9wdvFbaPwEE_0_34	no i'm not going to college	0	274.49	275.752	0
9wdvFbaPwEE	9wdvFbaPwEE_0_35	when will the college be open	0	276.933	278.034	1
9wdvFbaPwEE	9wdvFbaPwEE_0_36	my college time is start	0	280.188	282.656	0
9wdvFbaPwEE	9wdvFbaPwEE_0_37	ten o'clock why is the	0	284.843	286.448	1
9wdvFbaPwEE	9wdvFbaPwEE_0_38	why is it so far	0	289.448	292.632	0
9wdvFbaPwEE	9wdvFbaPwEE_0_39	from here from my house so	0	300.515	304.125	1
9wdvFbaPwEE	9wdvFbaPwEE_0_40	no i go to college sometimes	0	309.522	311.324	0
9wdvFbaPwEE	9wdvFbaPwEE_0_41	and sometimes you don't go	0	312.745	313.787	1
9wdvFbaPwEE	9wdvFbaPwEE_0_42	have a fans i have two fans my closely friend but his name is arun his name is arun	0	318.095	324.505	0
9wdvFbaPwEE	9wdvFbaPwEE_0_43	plural so many friends are called friends in english	0	334.718	337.589	1
9wdvFbaPwEE	9wdvFbaPwEE_0_44	i can say i have	0	348.978	349.94	0
9wdvFbaPwEE	9wdvFbaPwEE_0_45	you can say i have a friend but you can't say	0	355.273	357.579	1
9wdvFbaPwEE	9wdvFbaPwEE_0_46	say i have friends yes i have	0	363.046	365.732	0
9wdvFbaPwEE	9wdvFbaPwEE_0_47	you have your lunch and lunch	0	368.838	371.905	1
9wdvFbaPwEE	9wdvFbaPwEE_0_48	time i have a twelve o'clock twelve	0	372.8	379.007	0
9wdvFbaPwEE	9wdvFbaPwEE_0_49	a at twelve o'clock lunch time in	0	381.131	383.316	1
9wdvFbaPwEE	9wdvFbaPwEE_0_50	i have a lunch at twelve o'clock	0	390.518	392.502	0
9wdvFbaPwEE	9wdvFbaPwEE_0_51	twelve o'clock i have lunch at twelve you should never put a	0	401.88	407.307	1
9wdvFbaPwEE	9wdvFbaPwEE_0_52	okay yeah what do you do	0	409.73	412.878	0
9wdvFbaPwEE	9wdvFbaPwEE_0_53	okay very good what does	0	449.437	450.881	1
9wdvFbaPwEE	9wdvFbaPwEE_0_54	father is a farmer she sells	0	453.247	460.12	0
9wdvFbaPwEE	9wdvFbaPwEE_0_55	vegetables he grows what all	0	469.196	472.401	1
9wdvFbaPwEE	9wdvFbaPwEE_0_56	no no my father grows	0	478.482	481.144	0
9wdvFbaPwEE	9wdvFbaPwEE_0_57	then he sells in the evening you had said i go a walk right what	0	501.01	507.989	1
9wdvFbaPwEE	9wdvFbaPwEE_0_58	i go for walk i	0	510.763	512.744	0
9wdvFbaPwEE	9wdvFbaPwEE_0_59	a walk you should say i go for a walk in	0	514.965	516.927	1
9wdvFbaPwEE	9wdvFbaPwEE_0_60	and i meet my friends every	0	520.692	522.914	0
9wdvFbaPwEE	9wdvFbaPwEE_0_61	yeah you live in a village	0	523.635	525.516	1
9wdvFbaPwEE	9wdvFbaPwEE_0_62	s-a-r-a-k-n-k-h-e-r-a very good difficult name it is	0	539.06	545.265	0
9wdvFbaPwEE	9wdvFbaPwEE_0_63	so difficult for me about	0	547.108	548.492	1
9wdvFbaPwEE	9wdvFbaPwEE_0_64	yeah i had fun a	0	554.079	555.641	0
9wdvFbaPwEE	9wdvFbaPwEE_0_65	should say i have a lot	0	558.163	559.225	1
9wdvFbaPwEE	9wdvFbaPwEE_0_66	your dinner dinner i have	0	572.555	576.423	0
9wdvFbaPwEE	9wdvFbaPwEE_0_67	dinner at nine but i have a dinner	0	592.138	594.423	1
9wdvFbaPwEE	9wdvFbaPwEE_0_68	for a walk with my friends i sometimes i make fun with my fans sometimes i have fun with my friends i have fun with my	0	619.692	631.319	0
9wdvFbaPwEE	9wdvFbaPwEE_0_69	my friends i come back home i come back home i come back home and i talk to my mother and i share my	0	638.531	651.907	0
9wdvFbaPwEE	9wdvFbaPwEE_0_70	some time with my family	0	661.242	662.426	1
9wdvFbaPwEE	9wdvFbaPwEE_0_71	and uh spending time and i	0	666.545	670.11	0
9wdvFbaPwEE	9wdvFbaPwEE_0_72	for i go to room	0	674.278	676.163	1
9wdvFbaPwEE	9wdvFbaPwEE_0_73	watch movies you watch movies what	0	689.3	692.652	1
9wdvFbaPwEE	9wdvFbaPwEE_0_74	i like a bollywood movie	0	696.282	698.467	0
9wdvFbaPwEE	9wdvFbaPwEE_0_75	yeah yeah every day i	0	700.03	701.414	1
9wdvFbaPwEE	9wdvFbaPwEE_0_76	i download movie in hindi but i	0	718.151	723.011	0
9wdvFbaPwEE	9wdvFbaPwEE_0_77	fluently fast then do one thing watch english movie every day with subtitles but not in hindi watch it in english subtitles when you keep reading the subtitles again and again you will start understanding it when i first started watching english movies i couldn't understand	0	730.447	747.687	1
9wdvFbaPwEE	9wdvFbaPwEE_0_78	my village but i am	0	780.477	782.1	0
9wdvFbaPwEE	9wdvFbaPwEE_0_79	and who was this little child	0	785.862	787.366	1
9wdvFbaPwEE	9wdvFbaPwEE_0_80	yeah yeah yeah this is my cousin	0	795.629	796.952	0
9wdvFbaPwEE	9wdvFbaPwEE_0_81	let him say hi to	0	797.092	798.075	1
9wdvFbaPwEE	9wdvFbaPwEE_0_82	come here on the screen	0	803.187	804.289	1
9wdvFbaPwEE	9wdvFbaPwEE_0_83	yeah yeah yeah it's very courageous of you that you are trying	0	827.804	834.123	1
9wdvFbaPwEE	9wdvFbaPwEE_0_84	no no this is not a	0	856.334	860.117	0
9wdvFbaPwEE	9wdvFbaPwEE_0_85	okay have you ever come to a	0	866.269	867.894	1
9wdvFbaPwEE	9wdvFbaPwEE_0_86	is no one who speaks	0	871.499	872.582	1
9wdvFbaPwEE	9wdvFbaPwEE_0_87	english is important for digital marketing i think so that's why i'm learning	0	886.224	895.189	0
9wdvFbaPwEE	9wdvFbaPwEE_0_88	all the movies if you learn english	0	907.083	908.505	1
9wdvFbaPwEE	9wdvFbaPwEE_0_89	no i'm not able to speak i'm not able	0	911.097	913.647	0
9wdvFbaPwEE	9wdvFbaPwEE_0_90	able to understand the movies when you keep learning english when you keep watching movies you keep watching	0	915.655	921.162	1
9wdvFbaPwEE	9wdvFbaPwEE_0_91	like english commentary i like english commentary yeah	0	928.914	933.77	1
9wdvFbaPwEE	9wdvFbaPwEE_0_92	i like the commentary this is	0	937.549	939.592	0
9wdvFbaPwEE	9wdvFbaPwEE_0_93	can say i like sanjay manjrekar's cricket commentary i	0	942.156	945.241	1
9wdvFbaPwEE	9wdvFbaPwEE_0_94	yes i like it i watch cricket	0	948.584	950.646	0
9wdvFbaPwEE	9wdvFbaPwEE_0_95	very busy during the ipl	0	958.911	960.633	1
9wdvFbaPwEE	9wdvFbaPwEE_0_96	yeah yeah i watch whenever i watch ms dhoni so i feel very	0	961.054	966.971	0
9wdvFbaPwEE	9wdvFbaPwEE_0_97	okay okay confidence is good your english is good you	0	971.682	975.126	1
9wdvFbaPwEE	9wdvFbaPwEE_0_98	i have all three subjects	0	990.268	991.552	1
9wdvFbaPwEE	9wdvFbaPwEE_0_99	i have three subjects i have three subjects i have three	0	995.485	998.43	1
9wdvFbaPwEE	9wdvFbaPwEE_0_100	example like history indian literature and english literature no no history literature is not history political science and english literature	0	1005.74	1020.285	0
9wdvFbaPwEE	9wdvFbaPwEE_0_101	subject do you like the most history i like history you like history the	0	1021.467	1027.111	1
9wdvFbaPwEE	9wdvFbaPwEE_0_102	is english literature nice or	0	1031.481	1032.984	1
9wdvFbaPwEE	9wdvFbaPwEE_0_103	was nice but not pretty	0	1038.701	1040.245	0
9wdvFbaPwEE	9wdvFbaPwEE_0_104	and what was the third subject	0	1047.245	1048.488	1
9wdvFbaPwEE	9wdvFbaPwEE_0_105	yeah third subject political science	0	1050.212	1052.176	0
9wdvFbaPwEE	9wdvFbaPwEE_0_106	how do you like political science	0	1052.977	1054.3	1
9wdvFbaPwEE	9wdvFbaPwEE_0_107	countries so that's why i like	0	1064.612	1067.542	0
9wdvFbaPwEE	9wdvFbaPwEE_0_108	yes that's why i like it	0	1068.683	1071.728	0
9wdvFbaPwEE	9wdvFbaPwEE_0_109	are the teachers are they	0	1073.009	1074.471	1
9wdvFbaPwEE	9wdvFbaPwEE_0_110	the teacher is good at	0	1077.029	1079.114	0
9wdvFbaPwEE	9wdvFbaPwEE_0_111	can say that the political science teacher is good your college is just four kilometers from here so how do you go to	0	1082.929	1088.935	1
9wdvFbaPwEE	9wdvFbaPwEE_0_112	i go to college by	0	1090.144	1092.907	0
9wdvFbaPwEE	9wdvFbaPwEE_0_113	you go to college by	0	1095.19	1095.991	1
9wdvFbaPwEE	9wdvFbaPwEE_0_114	okay like you book the taxi online on your	0	1096.592	1099.976	1
9wdvFbaPwEE	9wdvFbaPwEE_0_115	okay abdesh is there any problem in	0	1109.308	1111.435	1
9wdvFbaPwEE	9wdvFbaPwEE_0_116	or it's nice wi-fi there	0	1114.958	1116.879	0
9wdvFbaPwEE	9wdvFbaPwEE_0_117	me internet a lot you know yes	0	1133.23	1135.813	1
9wdvFbaPwEE	9wdvFbaPwEE_0_118	repeat it whatever you said can	0	1146.846	1149.41	0
9wdvFbaPwEE	9wdvFbaPwEE_0_119	it was lovely talking to you i	0	1150.833	1153.698	1
9wdvFbaPwEE	9wdvFbaPwEE_0_120	you for taking and for teaching me	0	1158.219	1160.821	0
9wdvFbaPwEE	9wdvFbaPwEE_0_121	bye-bye bye-bye so see you	0	1162.962	1166.414	0
AHYwVojgOlw	AHYwVojgOlw_0_0	good afternoon ma'am good afternoon	0	0.33	2.255	1
AHYwVojgOlw	AHYwVojgOlw_0_1	have three children as far	0	17.052	22.605	0
AHYwVojgOlw	AHYwVojgOlw_0_2	so you know what are you doing currently my house wife so you are a homemaker right now so tell me about your family about your family uh my family i have three children's mom children	0	29.91	46.248	1
AHYwVojgOlw	AHYwVojgOlw_0_3	two younger son my daughter is in twelfth	0	57.529	61.995	0
AHYwVojgOlw	AHYwVojgOlw_0_4	your daughter is the eldest	0	63.562	64.823	1
AHYwVojgOlw	AHYwVojgOlw_0_5	is in tenth class and	0	73.841	76.184	0
AHYwVojgOlw	AHYwVojgOlw_0_6	the other one is in class seven	0	81.928	83.111	1
AHYwVojgOlw	AHYwVojgOlw_0_7	have three children do they fight with each other	0	84.714	86.498	1
AHYwVojgOlw	AHYwVojgOlw_0_8	time they are fighting with each other why do you want to learn english ma'am actually english learning is my passion since my childhood actually uh i like very much when people talk in uh in english language when you see other people you like it a	0	88.617	109.356	0
AHYwVojgOlw	AHYwVojgOlw_0_9	yes and english has a need in every	0	111.748	116.019	0
AHYwVojgOlw	AHYwVojgOlw_0_10	every field so you did ba english literature	0	119.462	122.409	1
AHYwVojgOlw	AHYwVojgOlw_0_11	i'm actually your voice is breaking up so i couldn't	0	126.959	130.547	0
AHYwVojgOlw	AHYwVojgOlw_0_12	at that time you didn't try to speak in	0	138.524	140.127	1
AHYwVojgOlw	AHYwVojgOlw_0_13	time i was working actually i had given english grammar and i was i was married in the year of two thousand four so that's a total thing um	0	143.19	156.075	0
AHYwVojgOlw	AHYwVojgOlw_0_14	more atmosphere at that time in two thousand four that is why you didn't try to speak in english but now wherever you go you find people speaking in english	0	166.047	173.86	1
AHYwVojgOlw	AHYwVojgOlw_0_15	i have one and two groups	0	176.653	178.259	0
AHYwVojgOlw	AHYwVojgOlw_0_16	few people on whatsapp groups and you do your english speaking practice yes where did you go on your last vacation with your children and husband yes	0	184.6	194.49	1
AHYwVojgOlw	AHYwVojgOlw_0_17	vacations we had to go	0	198.756	201.645	0
AHYwVojgOlw	AHYwVojgOlw_0_18	gone to manali for your last	0	205.982	207.311	1
AHYwVojgOlw	AHYwVojgOlw_0_19	went there yes there was yes my whole family had to go but they were uh so rushed and very cloudy atmosphere that's why we	0	209.654	222.294	0
AHYwVojgOlw	AHYwVojgOlw_0_20	okay so manali was so	0	225.1	226.562	1
AHYwVojgOlw	AHYwVojgOlw_0_21	three days ma'am because my	0	231.428	233.57	0
AHYwVojgOlw	AHYwVojgOlw_0_22	tell me actually your voice	0	253.101	254.839	1
AHYwVojgOlw	AHYwVojgOlw_0_23	because they want that uh very winter um very cold but there was no one uh any yes same not	0	261.741	273.877	0
AHYwVojgOlw	AHYwVojgOlw_0_24	because they wanted a cold place they wanted to go to a cold place and enjoy but it wasn't that cold and there was not much difference in delhi's and manali's temperature that	0	289.694	301.333	1
AHYwVojgOlw	AHYwVojgOlw_0_25	you and your husband did you want to stay there	0	311.57	314.974	1
AHYwVojgOlw	AHYwVojgOlw_0_26	didn't uh also want to	0	319.737	321.321	0
AHYwVojgOlw	AHYwVojgOlw_0_27	thing that manali was not	0	328.549	329.593	1
AHYwVojgOlw	AHYwVojgOlw_0_28	how did you go to manali	0	334.35	335.574	1
AHYwVojgOlw	AHYwVojgOlw_0_29	go to manali how did by	0	337.52	340.825	1
AHYwVojgOlw	AHYwVojgOlw_0_30	we had to go yes we had to go with our car we went by car you can't	0	343.392	347.806	0
AHYwVojgOlw	AHYwVojgOlw_0_31	you should say we went by car we went by car translation is not we had to go by car we went by car or there is one	0	355.994	366.152	1
AHYwVojgOlw	AHYwVojgOlw_0_32	okay yes ma'am did you do any activities ma'am that's the problem with me actually no ma'am no because the only three days we have to we had to stay there that's why they say we stayed there for only three days we had to stay	0	369.696	386.657	0
AHYwVojgOlw	AHYwVojgOlw_0_33	stays wrong we stayed there for just	0	390.469	393.098	1
AHYwVojgOlw	AHYwVojgOlw_0_34	tell me again uh we stayed uh for we stayed there for three days	0	400.5	405.367	0
AHYwVojgOlw	AHYwVojgOlw_0_35	so you didn't do any activities	0	407.085	408.407	1
AHYwVojgOlw	AHYwVojgOlw_0_36	yes only we had done how can i say	0	410.529	416.597	0
AHYwVojgOlw	AHYwVojgOlw_0_37	had done boating in manali	0	419.516	420.739	1
AHYwVojgOlw	AHYwVojgOlw_0_38	a half hour it was very	0	424.665	426.467	0
AHYwVojgOlw	AHYwVojgOlw_0_39	you enjoyed a lot when you were voting in manali	0	428.608	431.69	1
AHYwVojgOlw	AHYwVojgOlw_0_40	actually i have been learning uh this language in	0	437.044	439.428	0
AHYwVojgOlw	AHYwVojgOlw_0_41	uh for three months you have	0	442.582	445.266	1
AHYwVojgOlw	AHYwVojgOlw_0_42	i i do i do work hard on it you're working hard my sentence structure is uh always going yes always going wrong my	0	450.292	460.715	0
AHYwVojgOlw	AHYwVojgOlw_0_43	spite of trying hard for three months you	0	475.015	477.485	1
AHYwVojgOlw	AHYwVojgOlw_0_44	yes ma'am i love reading i	0	480.756	483.365	0
AHYwVojgOlw	AHYwVojgOlw_0_45	sentences then you understand how the	0	508.596	510.68	1
AHYwVojgOlw	AHYwVojgOlw_0_46	which books are i have	0	525.292	526.775	0
AHYwVojgOlw	AHYwVojgOlw_0_47	with stories and ancient times of stories you	0	529.682	533.011	1
AHYwVojgOlw	AHYwVojgOlw_0_48	i have read also panchatantra	0	537.786	540.316	0
AHYwVojgOlw	AHYwVojgOlw_0_49	have read panchatantra also i have told some	0	544.43	547.018	1
AHYwVojgOlw	AHYwVojgOlw_0_50	read one hour daily no	0	564.488	566.052	0
AHYwVojgOlw	AHYwVojgOlw_0_51	one one hour one hour every day then read every	0	567.824	570.886	1
AHYwVojgOlw	AHYwVojgOlw_0_52	i don't have any problem in	0	576.59	578.091	0
AHYwVojgOlw	AHYwVojgOlw_0_53	your sentence structure will keep improving three months is not a good enough time to learn a full language we have learned hindi in so many years your children when they were growing up they could speak hindi when they were about three four years old so it took them so many years so you keep doing all these things	0	582.094	604.832	1
AHYwVojgOlw	AHYwVojgOlw_0_54	ma'am my children are very	0	612.749	615.171	0
AHYwVojgOlw	AHYwVojgOlw_0_55	speaking practice you are reading you are watching english content but how do you do	0	621.936	627.181	1
AHYwVojgOlw	AHYwVojgOlw_0_56	well but this thing i speak at home with my children you started learning english	0	637.027	643.815	0
AHYwVojgOlw	AHYwVojgOlw_0_57	but you are able to speak in a few months you will improve a little more by the time it's about one to two years your english will be very fluent so you are improving don't say that you have not improved you are so tell me what does your husband do	0	651.326	664.98	1
AHYwVojgOlw	AHYwVojgOlw_0_58	no i know my husband is a property	0	665.101	668.446	0
AHYwVojgOlw	AHYwVojgOlw_0_59	okay does he speak english	0	669.565	671.132	1
AHYwVojgOlw	AHYwVojgOlw_0_60	he doesn't he's a generous person	0	675.728	679.051	0
AHYwVojgOlw	AHYwVojgOlw_0_61	i but you must have done so	0	697.889	699.551	1
AHYwVojgOlw	AHYwVojgOlw_0_62	when i started when i	0	711.748	712.869	0
AHYwVojgOlw	AHYwVojgOlw_0_63	actually try to translate sentence	0	725.049	726.57	1
AHYwVojgOlw	AHYwVojgOlw_0_64	in my mind from my childhood incidents i translated everything	0	751.162	758.201	0
AHYwVojgOlw	AHYwVojgOlw_0_65	use a new word some five ten times it becomes set in our memory when we use it ten fifteen times otherwise if you learn a new word in hindi also you will forget it but when we use that word many many times then only we can remember it so it's everyone forgets if i also learn a new word and i don't use it i also forget it after a while so it happens with everyone you have to keep using	0	802.884	828.692	1
AHYwVojgOlw	AHYwVojgOlw_0_66	because appropriate vocabulary i have but if my problem is just sentence structure i	0	834.828	841.044	0
AHYwVojgOlw	AHYwVojgOlw_0_67	time but it will definitely happen don't worry just keep working at	0	855.259	859.388	1
AHYwVojgOlw	AHYwVojgOlw_0_68	speak english i am no i i	0	871.84	873.764	0
AHYwVojgOlw	AHYwVojgOlw_0_69	in the middle of the	0	890.537	891.197	1
AHYwVojgOlw	AHYwVojgOlw_0_70	i was telling him i'm not able to speak english and i'm doing work hard so what what should i do so my husband says that	0	921.369	935.744	0
AHYwVojgOlw	AHYwVojgOlw_0_71	yes you will definitely be	0	940.408	942.071	1
AHYwVojgOlw	AHYwVojgOlw_0_72	that we want to become fluent	0	952.425	953.927	1
AHYwVojgOlw	AHYwVojgOlw_0_73	when i uh comparison with other	0	974.547	977.356	0
AHYwVojgOlw	AHYwVojgOlw_0_74	in two three years i will be a very fluent english	0	993.782	995.823	1
AHYwVojgOlw	AHYwVojgOlw_0_75	will take it thank you ma'am ma'am i'm so glad to meet you and my dream come true before a long time i want to talk to you because you are my crush because when i started my journey journey for you you are the second teacher after yashoda ma'am with yashoda ma'am i'm motivated and	0	1000.95	1022.516	0
AHYwVojgOlw	AHYwVojgOlw_0_76	so at that time keep speaking to yourself i'm making tiffin her tiffin is ready let me pack this she has got ready i'm making tea keep talking all day with yourself in english if you make it a habit to talk in english with	0	1065.578	1079.745	1
AHYwVojgOlw	AHYwVojgOlw_0_77	me feedback ma'am please tell	0	1096.007	1098.57	0
AHYwVojgOlw	AHYwVojgOlw_0_78	will definitely be a very very fluent english speaker your dream will definitely come true i wish you	0	1104.999	1110.976	1
AHYwVojgOlw	AHYwVojgOlw_0_79	so i enjoyed this session	0	1111.276	1114.041	1
AHYwVojgOlw	AHYwVojgOlw_0_80	ma'am bye-bye me also bye-bye man thank you you're welcome	0	1116.985	1121.565	0
AOGW6M2fHA8	AOGW6M2fHA8_0_0	are you can you hear	0	12.26	16.167	0
AOGW6M2fHA8	AOGW6M2fHA8_0_1	but i can't see you	0	24.907	26.692	0
AOGW6M2fHA8	AOGW6M2fHA8_0_2	well it's nice to meet you	0	38.542	40.805	1
AOGW6M2fHA8	AOGW6M2fHA8_0_3	what do you do in india	0	41.366	42.307	0
AOGW6M2fHA8	AOGW6M2fHA8_0_4	pursuing my graduation your degree what are you	0	56.76	61.593	1
AOGW6M2fHA8	AOGW6M2fHA8_0_5	kind of engineer do you	0	69.861	71.224	0
AOGW6M2fHA8	AOGW6M2fHA8_0_6	are you near the beginning of your studies or	0	77.836	81.762	0
AOGW6M2fHA8	AOGW6M2fHA8_0_7	no i am getting offer but i am not	0	101.275	104.438	1
AOGW6M2fHA8	AOGW6M2fHA8_0_8	looking forward to a job	0	107.099	108.662	0
AOGW6M2fHA8	AOGW6M2fHA8_0_9	why yeah i want to do higher	0	109.504	111.267	1
AOGW6M2fHA8	AOGW6M2fHA8_0_10	i understand so you want to	0	119.843	121.805	0
AOGW6M2fHA8	AOGW6M2fHA8_0_11	yes i understand so you're getting	0	129.158	132.68	0
AOGW6M2fHA8	AOGW6M2fHA8_0_12	well that's wait your bachelor's	0	141.03	143.072	0
AOGW6M2fHA8	AOGW6M2fHA8_0_13	well it sounds good that's	0	149.719	151.121	0
AOGW6M2fHA8	AOGW6M2fHA8_0_14	well tell me why are	0	155.806	157.428	0
AOGW6M2fHA8	AOGW6M2fHA8_0_15	i am here for improving	0	160.709	163.555	1
AOGW6M2fHA8	AOGW6M2fHA8_0_16	so when you i mean and of course everyone is here for	0	168.731	172.153	0
AOGW6M2fHA8	AOGW6M2fHA8_0_17	read books then i have read from youtube and	0	191.269	198.045	1
AOGW6M2fHA8	AOGW6M2fHA8_0_18	now you're on cambly what do you do	0	207.518	211.325	0
AOGW6M2fHA8	AOGW6M2fHA8_0_19	so i talk with twitter	0	217.145	220.97	1
AOGW6M2fHA8	AOGW6M2fHA8_0_20	do you listen to music in	0	233.079	234.863	0
AOGW6M2fHA8	AOGW6M2fHA8_0_21	i do not listen should i	0	237.345	240.651	1
AOGW6M2fHA8	AOGW6M2fHA8_0_22	that's a good idea because when you listen to music in english music often goes at a faster pace and so that gives	0	240.852	251.008	0
AOGW6M2fHA8	AOGW6M2fHA8_0_23	watch mostly hindi movies but	0	273.065	276.147	1
AOGW6M2fHA8	AOGW6M2fHA8_0_24	you haven't watched any movies but	0	293.324	296.207	0
AOGW6M2fHA8	AOGW6M2fHA8_0_25	what web series are you watching or	0	305.816	308.119	0
AOGW6M2fHA8	AOGW6M2fHA8_0_26	so that's a good did you watch it in english	0	313.855	316.761	0
AOGW6M2fHA8	AOGW6M2fHA8_0_27	did you understand it well	0	320.669	321.85	0
AOGW6M2fHA8	AOGW6M2fHA8_0_28	i did not but most of	0	325.614	327.296	1
AOGW6M2fHA8	AOGW6M2fHA8_0_29	you watched it and you didn't	0	331.074	332.336	0
AOGW6M2fHA8	AOGW6M2fHA8_0_30	i did not write it but i	0	340.37	342.954	1
AOGW6M2fHA8	AOGW6M2fHA8_0_31	and i like to watch tv in other languages so it gives me a chance to practice my reading on my listening skills and to see if i can learn any new words so when i'm reading and i hear them anytime i get a new word i'll write it down so that	0	375.012	393.541	0
AOGW6M2fHA8	AOGW6M2fHA8_0_32	i did not understand your	0	481.255	482.58	1
AOGW6M2fHA8	AOGW6M2fHA8_0_33	things that people say in english about cups for	0	487.964	492.451	0
AOGW6M2fHA8	AOGW6M2fHA8_0_34	like a steel cup or glass cup isn't	0	504.593	510.547	1
AOGW6M2fHA8	AOGW6M2fHA8_0_35	is it common and i'm	0	521.82	522.842	0
AOGW6M2fHA8	AOGW6M2fHA8_0_36	a cup of i'm thirsty	0	542.655	545.821	0
AOGW6M2fHA8	AOGW6M2fHA8_0_37	of tea yes um can	0	550.395	552.201	0
AOGW6M2fHA8	AOGW6M2fHA8_0_38	we always say a cup of coffee a cup of water um maybe if you don't want to drink water you can have a cup of milk a cup of juice when	0	566.739	577.872	1
AOGW6M2fHA8	AOGW6M2fHA8_0_39	if you are cooking and you're making bread so a cup of sugar there you go cup of sugar a cup of flour so these are common but i want you to think about these so we didn't start with the word of cup but i can give you one more a cup of flour you said a cup of sugar a cup full i'm going to drink a cup full of water the idea is don't just learn one word learn groups of words together so when	0	598.886	630.046	0
AOGW6M2fHA8	AOGW6M2fHA8_0_40	what do people usually say about	0	692.454	693.797	0
AOGW6M2fHA8	AOGW6M2fHA8_0_41	yep heavy rain and if it's raining	0	701.93	707.029	0
AOGW6M2fHA8	AOGW6M2fHA8_0_42	rain it's raining a lot what else	0	716.979	719.304	0
AOGW6M2fHA8	AOGW6M2fHA8_0_43	to rain today there's another way to say that what have you heard people say when they think it's going to rain you can say i think it's going to rain today or you can look out and say you know what looks like rain looks like rain so when we say looks like rain it means i think it's going to rain it's the same thing looks	0	740.724	766.822	0
